RprtDt,StateCd,Number of plan reassessments,Questionnaire,Indicator number,Indicator description,percentage Baseline,percentage Reassessment 1,percentage Reassessment 2,percentage Reassessment 3,percentage Reassessment 4,percentage Reassessment 5,percentage Reassessment 6,percentage Reassessment 7,percentage Reassessment 8
31/12/2024,NSW,7,Participant 15 to 24,6,% with no friends other than family or paid staff,0.35,0.35,0.36,0.32,0.36,0.35,0.43,0.36,na
31/12/2024,NSW,7,Participant 15 to 24,7,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.35,0.42,0.46,0.53,0.50,0.48,0.54,0.52,na
31/12/2024,NSW,7,Participant 15 to 24,8,% who are happy with their home,0.89,0.89,0.86,0.82,0.75,0.82,0.78,0.77,na
31/12/2024,NSW,7,Participant 15 to 24,9,% who feel safe or very safe in their home,0.90,0.86,0.84,0.85,0.82,0.89,0.80,0.87,na
31/12/2024,NSW,7,Participant 15 to 24,10,"% who rate their health as good, very good or excellent",0.72,0.71,0.76,0.73,0.72,0.67,0.71,0.69,na
31/12/2024,NSW,7,Participant 15 to 24,11,% who did not have any difficulties accessing health services,0.68,0.68,0.70,0.67,0.68,0.69,0.64,0.71,na
31/12/2024,NSW,7,Participant 15 to 24,12,% who currently attend or previously attended school in a mainstream class,0.27,0.27,0.25,0.22,0.24,0.23,0.24,0.22,na
31/12/2024,NSW,7,Participant 15 to 24,13,% who have a paid job,0.07,0.13,0.16,0.20,0.26,0.21,0.31,0.34,na
31/12/2024,NSW,7,Participant 15 to 24,14,% who volunteer,0.08,0.07,0.07,0.08,0.08,0.08,0.09,0.05,na
31/12/2024,NSW,7,Participant 15 to 24,15,Has the NDIS helped you have more choices and more control over your life?,na,0.59,0.64,0.67,0.69,0.69,0.67,0.83,na
31/12/2024,NSW,7,Participant 15 to 24,16,Has the NDIS helped you with daily living activities?,na,0.58,0.64,0.69,0.74,0.76,0.78,0.85,na
31/12/2024,NSW,7,Participant 15 to 24,17,Has the NDIS helped you to meet more people?,na,0.51,0.56,0.58,0.58,0.58,0.59,0.70,na
31/12/2024,NSW,7,Participant 15 to 24,18,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.21,0.17,0.18,0.19,0.21,0.22,0.34,na
31/12/2024,NSW,7,Participant 15 to 24,19,Has your involvement with the NDIS improved your health and wellbeing?,na,0.42,0.45,0.46,0.52,0.50,0.51,0.67,na
31/12/2024,NSW,7,Participant 15 to 24,20,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.37,0.35,0.38,0.36,0.34,0.36,0.52,na
31/12/2024,NSW,7,Participant 15 to 24,21,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.20,0.17,0.15,0.14,0.15,0.12,0.28,na
31/12/2024,NSW,7,Participant 15 to 24,22,Has the NDIS helped you be more involved?,na,0.55,0.58,0.62,0.63,0.66,0.69,0.78,na
31/12/2024,NT,7,Participant 15 to 24,1,% who are happy with the level of independence/control they have now,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,2,% who choose who supports them,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,3,% who choose what they do each day,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,4,% who had been given the opportunity to participate in a self-advocacy group meeting,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,5,% who want more choice and control in their life,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,6,% with no friends other than family or paid staff,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,7,"% who have been actively involved in a community, cultural or religious group in the last 12 months",na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,8,% who are happy with their home,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,9,% who feel safe or very safe in their home,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,10,"% who rate their health as good, very good or excellent",na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,11,% who did not have any difficulties accessing health services,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,12,% who currently attend or previously attended school in a mainstream class,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,13,% who have a paid job,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,14,% who volunteer,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,15,Has the NDIS helped you have more choices and more control over your life?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,16,Has the NDIS helped you with daily living activities?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,17,Has the NDIS helped you to meet more people?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,18,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,19,Has your involvement with the NDIS improved your health and wellbeing?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,20,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,21,Has your involvement with the NDIS helped you find a job that's right for you?,na,na,na,na,na,na,na,na,na
31/12/2024,NT,7,Participant 15 to 24,22,Has the NDIS helped you be more involved?,na,na,na,na,na,na,na,na,na
31/12/2024,QLD,7,Participant 15 to 24,1,% who are happy with the level of independence/control they have now,0.39,0.38,0.38,0.41,0.38,na,na,0.48,na
31/12/2024,QLD,7,Participant 15 to 24,2,% who choose who supports them,0.36,0.40,0.37,0.40,0.32,na,na,0.53,na
31/12/2024,QLD,7,Participant 15 to 24,3,% who choose what they do each day,0.34,0.45,0.42,0.40,0.36,na,na,0.55,na
31/12/2024,QLD,7,Participant 15 to 24,4,% who had been given the opportunity to participate in a self-advocacy group meeting,0.22,0.19,0.19,0.14,0.12,na,na,0.23,na
31/12/2024,QLD,7,Participant 15 to 24,5,% who want more choice and control in their life,0.80,0.88,0.98,0.97,0.96,na,na,0.89,na
31/12/2024,QLD,7,Participant 15 to 24,6,% with no friends other than family or paid staff,0.31,0.34,0.30,0.31,0.28,na,na,0.32,na
31/12/2024,QLD,7,Participant 15 to 24,7,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.26,0.40,0.40,0.55,0.43,na,na,0.45,na
31/12/2024,QLD,7,Participant 15 to 24,8,% who are happy with their home,0.78,0.81,0.81,0.83,0.84,na,na,0.80,na
31/12/2024,QLD,7,Participant 15 to 24,9,% who feel safe or very safe in their home,0.91,0.86,0.94,0.86,0.80,na,na,0.83,na
31/12/2024,QLD,7,Participant 15 to 24,10,"% who rate their health as good, very good or excellent",0.78,0.76,0.83,0.77,0.76,na,na,0.72,na
31/12/2024,QLD,7,Participant 15 to 24,11,% who did not have any difficulties accessing health services,0.67,0.68,0.73,0.80,0.76,na,na,0.71,na
31/12/2024,QLD,7,Participant 15 to 24,12,% who currently attend or previously attended school in a mainstream class,0.34,0.30,0.32,0.33,0.24,0.30,na,0.27,na
31/12/2024,QLD,7,Participant 15 to 24,13,% who have a paid job,0.12,0.22,0.23,0.34,0.22,na,na,0.23,na
31/12/2024,QLD,7,Participant 15 to 24,14,% who volunteer,0.16,0.16,0.12,0.18,0.29,na,na,0.13,na
31/12/2024,QLD,7,Participant 15 to 24,15,Has the NDIS helped you have more choices and more control over your life?,na,0.67,0.73,0.73,0.74,0.79,0.78,0.86,na
31/12/2024,QLD,7,Participant 15 to 24,16,Has the NDIS helped you with daily living activities?,na,0.66,0.74,0.79,0.74,0.79,0.72,0.85,na
31/12/2024,QLD,7,Participant 15 to 24,17,Has the NDIS helped you to meet more people?,na,0.50,0.59,0.60,0.58,0.66,0.54,0.71,na
31/12/2024,QLD,7,Participant 15 to 24,18,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.21,0.18,0.19,0.18,0.21,0.28,0.38,na
31/12/2024,QLD,7,Participant 15 to 24,19,Has your involvement with the NDIS improved your health and wellbeing?,na,0.48,0.49,0.51,0.56,0.56,0.57,0.68,na
31/12/2024,QLD,7,Participant 15 to 24,20,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.34,0.36,0.32,0.26,0.38,0.36,0.49,na
31/12/2024,QLD,7,Participant 15 to 24,21,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.16,0.18,0.17,0.16,0.22,0.14,0.33,na
31/12/2024,QLD,7,Participant 15 to 24,22,Has the NDIS helped you be more involved?,na,0.65,0.69,0.67,0.70,0.78,0.62,0.77,na
31/12/2024,SA,7,Participant 15 to 24,1,% who are happy with the level of independence/control they have now,0.32,0.33,0.35,0.35,0.56,na,na,0.58,na
31/12/2024,SA,7,Participant 15 to 24,2,% who choose who supports them,0.18,0.21,0.23,0.12,0.20,na,na,0.43,na
31/12/2024,SA,7,Participant 15 to 24,3,% who choose what they do each day,0.28,0.30,0.39,0.29,0.28,na,na,0.55,na
31/12/2024,SA,7,Participant 15 to 24,4,% who had been given the opportunity to participate in a self-advocacy group meeting,0.26,0.29,0.21,0.21,0.12,na,na,0.19,na
31/12/2024,SA,7,Participant 15 to 24,5,% who want more choice and control in their life,0.71,0.80,0.90,0.81,0.92,na,na,0.81,na
31/12/2024,SA,7,Participant 15 to 24,6,% with no friends other than family or paid staff,0.35,0.35,0.32,0.31,0.32,na,na,0.27,na
31/12/2024,SA,7,Participant 15 to 24,7,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.33,0.32,0.41,0.30,0.36,na,na,0.58,na
31/12/2024,SA,7,Participant 15 to 24,8,% who are happy with their home,0.92,0.89,0.84,0.92,0.88,na,na,0.83,na
31/12/2024,SA,7,Participant 15 to 24,9,% who feel safe or very safe in their home,0.93,0.91,0.89,0.92,0.87,na,na,0.90,na
31/12/2024,SA,7,Participant 15 to 24,10,"% who rate their health as good, very good or excellent",0.69,0.66,0.55,0.48,0.63,na,na,0.64,na
31/12/2024,SA,7,Participant 15 to 24,11,% who did not have any difficulties accessing health services,0.66,0.63,0.80,0.65,0.68,na,na,0.79,na
31/12/2024,SA,7,Participant 15 to 24,12,% who currently attend or previously attended school in a mainstream class,0.44,0.28,0.36,0.29,0.34,0.26,na,0.37,na
31/12/2024,SA,7,Participant 15 to 24,13,% who have a paid job,0.07,0.16,0.31,0.25,0.26,na,na,0.36,na
31/12/2024,SA,7,Participant 15 to 24,14,% who volunteer,0.09,0.16,0.14,0.04,0.18,na,na,0.18,na
31/12/2024,SA,7,Participant 15 to 24,15,Has the NDIS helped you have more choices and more control over your life?,na,0.61,0.76,0.73,0.78,0.75,0.78,0.80,na
31/12/2024,SA,7,Participant 15 to 24,16,Has the NDIS helped you with daily living activities?,na,0.47,0.66,0.74,0.76,0.73,0.76,0.80,na
31/12/2024,SA,7,Participant 15 to 24,17,Has the NDIS helped you to meet more people?,na,0.36,0.51,0.46,0.56,0.57,0.65,0.65,na
31/12/2024,SA,7,Participant 15 to 24,18,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.12,0.16,0.16,0.19,0.19,0.36,0.33,na
31/12/2024,SA,7,Participant 15 to 24,19,Has your involvement with the NDIS improved your health and wellbeing?,na,0.38,0.47,0.51,0.48,0.55,0.64,0.65,na
31/12/2024,SA,7,Participant 15 to 24,20,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.22,0.32,0.33,0.28,0.31,0.44,0.47,na
31/12/2024,SA,7,Participant 15 to 24,21,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.15,0.21,0.14,0.13,0.20,0.20,0.29,na
31/12/2024,SA,7,Participant 15 to 24,22,Has the NDIS helped you be more involved?,na,0.42,0.54,0.46,0.58,0.57,0.68,0.69,na
31/12/2024,TAS,7,Participant 15 to 24,1,% who are happy with the level of independence/control they have now,0.44,na,0.43,na,na,na,na,0.60,na
31/12/2024,TAS,7,Participant 15 to 24,2,% who choose who supports them,0.54,na,0.50,na,na,na,na,0.75,na
31/12/2024,TAS,7,Participant 15 to 24,3,% who choose what they do each day,0.44,na,0.52,na,na,na,na,0.80,na
31/12/2024,TAS,7,Participant 15 to 24,4,% who had been given the opportunity to participate in a self-advocacy group meeting,0.12,na,0.14,na,na,na,na,0.00,na
31/12/2024,TAS,7,Participant 15 to 24,5,% who want more choice and control in their life,0.76,na,0.90,na,na,na,na,0.84,na
31/12/2024,TAS,7,Participant 15 to 24,6,% with no friends other than family or paid staff,0.40,na,0.38,na,na,na,na,0.28,na
31/12/2024,TAS,7,Participant 15 to 24,7,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.22,na,na,na,na,na,na,0.39,na
31/12/2024,TAS,7,Participant 15 to 24,8,% who are happy with their home,0.79,na,0.85,na,na,na,na,0.75,na
31/12/2024,TAS,7,Participant 15 to 24,9,% who feel safe or very safe in their home,0.92,na,0.95,na,na,na,na,0.88,na
31/12/2024,TAS,7,Participant 15 to 24,10,"% who rate their health as good, very good or excellent",0.84,na,0.76,na,na,na,na,0.68,na
31/12/2024,TAS,7,Participant 15 to 24,11,% who did not have any difficulties accessing health services,0.80,na,0.62,na,na,na,na,0.88,na
31/12/2024,TAS,7,Participant 15 to 24,12,% who currently attend or previously attended school in a mainstream class,na,na,na,na,na,na,na,na,na
31/12/2024,TAS,7,Participant 15 to 24,13,% who have a paid job,0.04,na,0.10,na,na,na,na,0.33,na
31/12/2024,TAS,7,Participant 15 to 24,14,% who volunteer,0.08,na,0.14,na,na,na,na,0.12,na
31/12/2024,TAS,7,Participant 15 to 24,15,Has the NDIS helped you have more choices and more control over your life?,na,0.47,0.59,0.59,0.70,0.68,na,0.88,na
31/12/2024,TAS,7,Participant 15 to 24,16,Has the NDIS helped you with daily living activities?,na,0.49,0.61,0.64,0.72,0.73,na,0.86,na
31/12/2024,TAS,7,Participant 15 to 24,17,Has the NDIS helped you to meet more people?,na,0.39,0.51,0.53,0.63,0.61,na,0.78,na
31/12/2024,TAS,7,Participant 15 to 24,18,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.06,0.04,0.02,0.07,0.03,na,0.37,na
31/12/2024,TAS,7,Participant 15 to 24,19,Has your involvement with the NDIS improved your health and wellbeing?,na,0.29,0.38,0.43,0.44,0.49,na,0.82,na
31/12/2024,TAS,7,Participant 15 to 24,20,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.17,0.16,0.13,0.20,0.11,na,0.58,na
31/12/2024,TAS,7,Participant 15 to 24,21,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.04,0.02,0.02,0.05,0.03,na,0.41,na
31/12/2024,TAS,7,Participant 15 to 24,22,Has the NDIS helped you be more involved?,na,0.40,0.52,0.57,0.63,0.66,na,0.84,na
31/12/2024,VIC,7,Participant 15 to 24,1,% who are happy with the level of independence/control they have now,0.30,0.23,0.17,0.26,0.27,0.30,na,0.36,na
31/12/2024,VIC,7,Participant 15 to 24,2,% who choose who supports them,0.26,0.28,0.32,0.33,0.42,0.26,na,0.39,na
31/12/2024,VIC,7,Participant 15 to 24,3,% who choose what they do each day,0.30,0.35,0.41,0.44,0.55,0.48,na,0.51,na
31/12/2024,VIC,7,Participant 15 to 24,4,% who had been given the opportunity to participate in a self-advocacy group meeting,0.21,0.22,0.21,0.14,0.24,0.13,na,0.25,na
31/12/2024,VIC,7,Participant 15 to 24,5,% who want more choice and control in their life,0.77,0.85,0.95,0.98,0.97,0.96,na,0.91,na
31/12/2024,VIC,7,Participant 15 to 24,6,% with no friends other than family or paid staff,0.32,0.30,0.34,0.26,0.15,0.35,na,0.32,na
